iteration,reward_mean,length_mean,games,loss
229500,5.67,8.67,9,0.02906407043337822
230000,7.88,10.88,8,0.06769541651010513
230500,10.5,13.5,8,0.18012550473213196
231000,10.88,13.88,8,0.058118823915719986
231500,8.38,11.38,8,0.030886869877576828
232000,12.12,15.12,8,0.19403088092803955
232500,6.62,9.62,8,0.09901100397109985
233000,7.62,10.62,8,0.10975264012813568
233500,6.0,9.0,8,0.0757209062576294
234000,9.62,12.62,8,0.03011229820549488
234500,7.25,10.25,8,0.05216984450817108
235000,10.75,13.75,8,0.04193618893623352
235500,9.5,12.5,8,0.13095085322856903
236000,8.75,11.75,8,0.14904871582984924
236500,9.12,12.12,8,0.24060018360614777
237000,7.62,10.62,8,0.025279976427555084
237500,8.12,11.12,8,0.03702627122402191
238000,7.12,10.12,8,0.08786877989768982
238500,6.5,9.5,8,0.021205700933933258
239000,5.12,8.12,8,0.1454811841249466
239500,5.62,8.62,8,0.12018705904483795
240000,7.5,10.5,8,0.1215088963508606
240500,7.75,10.75,8,0.1650533676147461
241000,3.62,6.62,8,0.07177921384572983
241500,3.62,6.62,8,0.16465918719768524
242000,10.38,13.38,8,0.08894295245409012
242500,5.62,8.62,8,0.06209317967295647
243000,10.75,13.75,8,0.2684970200061798
243500,7.25,10.25,8,0.08221674710512161
244000,8.62,11.62,8,0.1364257037639618
244500,7.38,10.38,8,0.09353937208652496
245000,8.25,11.25,8,0.054514843970537186
245500,6.25,9.25,8,0.07587860524654388
246000,6.5,9.5,8,0.14880309998989105
246500,8.0,11.0,8,0.053380612283945084
247000,6.75,9.75,8,0.03160657733678818
247500,8.12,11.12,8,0.12735910713672638
248000,7.25,10.25,8,0.030256276950240135
248500,8.12,11.12,8,0.023390423506498337
249000,10.62,13.62,8,0.1500539481639862
249500,11.38,14.38,8,0.1178811714053154
250000,8.5,11.5,8,0.03926645964384079
250500,9.12,12.12,8,0.10196247696876526
251000,10.62,13.62,8,0.045842867344617844
251500,5.75,8.75,8,0.15696582198143005
252000,5.5,8.5,8,0.09182119369506836
252500,3.88,6.88,8,0.06598477810621262
253000,8.5,11.5,8,0.19556349515914917
253500,11.62,14.62,8,0.0857621431350708
254000,4.75,7.75,8,0.029993707314133644
254500,4.88,7.88,8,0.0781148374080658
255000,6.88,9.88,8,0.032433412969112396
255500,10.88,13.88,8,0.3335929811000824
256000,7.25,10.25,8,0.083627849817276
256500,9.5,12.5,8,0.23091374337673187
257000,6.44,9.44,9,0.023708278313279152
257500,13.38,16.38,8,0.06089349463582039
258000,6.62,9.62,8,0.025071820244193077
258500,7.88,10.88,8,0.08077254146337509
259000,6.12,9.12,8,0.0279594324529171
259500,8.0,11.0,8,0.04259061440825462
260000,10.25,13.25,8,0.07051949948072433
260500,7.0,10.0,8,0.03522554412484169
261000,10.25,13.25,8,0.04854992777109146
261500,9.75,12.75,8,0.11818871647119522
262000,10.75,13.75,8,0.2009478360414505
262500,6.38,9.38,8,0.07945721596479416
263000,7.0,10.0,8,0.19034993648529053
263500,5.75,8.75,8,0.13804373145103455
264000,8.0,11.0,8,0.1359827220439911
264500,8.25,11.25,8,0.023920707404613495
265000,7.38,10.38,8,0.07658347487449646
265500,6.5,9.5,8,0.10874997079372406
266000,4.38,7.38,8,0.037685804069042206
266500,8.12,11.12,8,0.38769111037254333
267000,7.12,10.12,8,0.02083173207938671
267500,7.56,10.56,9,0.038202594965696335
268000,8.62,11.62,8,0.1477127969264984
268500,6.62,9.62,8,0.0436771884560585
269000,12.12,15.12,8,0.03229539841413498
269500,9.12,12.12,8,0.0552656427025795
270000,12.88,15.88,8,0.04900692403316498
270500,4.75,7.75,8,0.24842071533203125
271000,8.62,11.62,8,0.04113912582397461
271500,6.5,9.5,8,0.032003436237573624
272000,9.5,12.5,8,0.15344631671905518
272500,7.12,10.12,8,0.14072075486183167
273000,7.88,10.88,8,0.12830334901809692
273500,6.12,9.12,8,0.02152080647647381
274000,7.78,10.78,9,0.06107473000884056
274500,12.62,15.62,8,0.09547482430934906
275000,6.12,9.12,8,0.08355104178190231
275500,6.5,9.5,8,0.026876326650381088
276000,6.88,9.88,8,0.04333306849002838
276500,10.25,13.25,8,0.04108120873570442
277000,9.0,12.0,8,0.033778537064790726
277500,7.5,10.5,8,0.10125256329774857
278000,6.25,9.25,8,0.02470908686518669
278500,8.88,11.88,8,0.13988415896892548
279000,10.75,13.75,8,0.0465412512421608
279500,5.62,8.62,8,0.0896754115819931
280000,9.25,12.25,8,0.03383217006921768
280500,8.75,11.75,8,0.09436630457639694
281000,7.25,10.25,8,0.1253458857536316
281500,8.75,11.75,8,0.022357651963829994
282000,5.88,8.88,8,0.15543177723884583
282500,11.0,14.0,8,0.19228911399841309
