iteration,reward_mean,length_mean,games,loss
500,-0.9,2.1,10,0.13403867185115814
1000,-1.0,2.0,8,0.16335296630859375
1500,-0.9,2.1,10,0.09332296997308731
2000,-1.0,2.0,8,0.05655340850353241
2500,-1.0,2.0,8,0.040076643228530884
