iteration,reward_mean,length_mean,games,loss
80000,5.5,7.88,8,0.7257787585258484
80500,7.75,10.12,8,0.15672151744365692
81000,7.0,9.12,8,0.08035838603973389
81500,10.69,13.23,13,0.15094393491744995
82000,5.22,7.56,9,0.09370526671409607
82500,7.55,10.18,11,0.05940999463200569
83000,8.55,11.18,11,0.1942952275276184
83500,10.12,13.12,8,0.15180814266204834
84000,4.25,6.25,8,0.2243303656578064
84500,5.3,7.8,10,0.10950961709022522
85000,12.25,15.25,8,0.11020955443382263
85500,9.75,12.75,8,0.16641509532928467
86000,9.5,12.5,8,0.09620131552219391
86500,14.5,17.5,8,0.1840931475162506
87000,7.12,10.12,8,0.22395844757556915
87500,8.88,11.88,8,0.14397437870502472
88000,8.0,11.0,8,0.07578031718730927
88500,11.88,14.88,8,0.07714728266000748
89000,8.88,11.88,8,0.17599403858184814
89500,6.56,9.33,9,0.08562707901000977
90000,11.88,14.88,8,0.19040559232234955
90500,8.12,11.12,8,0.23042601346969604
91000,13.0,16.0,8,0.101754330098629
91500,11.38,14.38,8,0.6412833333015442
92000,14.0,17.0,8,0.282510370016098
92500,14.12,17.12,8,0.19526775181293488
93000,5.64,8.27,11,0.10159144550561905
93500,10.12,13.12,8,0.12361395359039307
94000,6.11,8.56,9,0.2592814266681671
94500,7.3,9.9,10,0.21971875429153442
95000,8.0,10.6,10,0.15563282370567322
95500,10.5,13.5,8,0.08712530136108398
96000,2.5,4.75,8,0.19943644106388092
96500,10.62,13.62,8,0.40511059761047363
97000,6.5,9.08,12,0.06657660752534866
97500,9.89,12.56,9,0.05412841588258743
98000,6.09,8.73,11,0.15237988531589508
98500,11.75,14.75,8,0.306245893239975
99000,8.5,11.5,8,0.17609509825706482
99500,9.4,12.1,10,0.11195072531700134
100000,5.25,7.67,12,1.0118929147720337
100500,5.82,8.36,11,0.697166383266449
101000,10.46,13.0,13,0.07471979409456253
101500,7.73,10.27,11,0.09155800938606262
102000,15.5,18.5,8,0.33996260166168213
102500,8.1,10.6,10,0.1473132073879242
103000,7.33,9.92,12,0.2820740342140198
103500,5.0,7.33,9,0.06350713223218918
104000,11.25,14.25,8,0.06957602500915527
